,tour_id,survey_tour_id,person_id,household_id,tour_type,tour_category,destination,origin,tour_mode,survey_parent_tour_id,parent_tour_id,composition,tdd,atwork_subtour_frequency,stop_frequency,ptype,age,sex,alternatives_id
497,51828046,518280460,1264098,566985,medical,non_mandatory,9.0,9.0,WALK,,,,102,,0out_0in,5,93,1,41
498,51828024,518280240,1264098,566985,eatout,non_mandatory,11.0,9.0,WALK,,,,147,,0out_0in,5,93,1,41
499,51828830,518288300,1264117,567004,shopping,non_mandatory,8.0,9.0,WALK,,,,73,,0out_0in,5,93,2,7
500,51829194,518291940,1264126,567013,medical,non_mandatory,24.0,9.0,WALK_LRF,,,,90,,1out_0in,5,76,2,11
501,51829202,518292020,1264126,567013,social,non_mandatory,11.0,9.0,WALK,,,,172,,0out_0in,5,76,2,11
502,51829396,518293960,1264131,567018,other,non_mandatory,9.0,9.0,WALK,,,,122,,0out_0in,5,67,1,9
503,51829691,518296910,1264138,567025,shopping,non_mandatory,13.0,9.0,WALK_LRF,,,,146,,1out_1in,5,74,2,7
504,51829806,518298060,1264141,567028,other,non_mandatory,7.0,9.0,WALK_LOC,,,,42,,0out_0in,5,70,1,9
505,51832233,518322330,1264200,567087,shopping,non_mandatory,14.0,9.0,WALK_LRF,,,,156,,0out_0in,5,69,2,7
506,51833212,518332120,1264224,567111,medical,non_mandatory,4.0,9.0,WALK,,,,57,,0out_0in,5,72,1,1
507,51833381,518333810,1264228,567115,shopping,non_mandatory,16.0,9.0,WALK_LRF,,,,126,,0out_0in,5,71,1,17
508,51833382,518333820,1264228,567115,shopping,non_mandatory,16.0,9.0,SHARED3FREE,,,,162,,0out_1in,5,71,1,17
509,51835800,518358000,1264287,567174,shopping,non_mandatory,4.0,9.0,WALK_LRF,,,,76,,1out_0in,5,69,1,17
510,51835801,518358010,1264287,567174,shopping,non_mandatory,5.0,9.0,WALK,,,,146,,0out_0in,5,69,1,17
511,51838096,518380960,1264343,567230,shopping,non_mandatory,5.0,9.0,WALK_LOC,,,,136,,0out_0in,5,80,2,17
512,51838097,518380970,1264343,567230,shopping,non_mandatory,16.0,9.0,WALK_LRF,,,,145,,0out_0in,5,80,2,17
513,51841420,518414200,1264424,567311,social,non_mandatory,9.0,9.0,WALK,,,,146,,0out_0in,5,71,1,13
514,51844574,518445740,1264501,567388,shopping,non_mandatory,11.0,9.0,WALK,,,,125,,0out_0in,3,87,1,42
515,51844547,518445470,1264501,567388,eatout,non_mandatory,21.0,9.0,WALK,,,,154,,0out_0in,3,87,1,42
517,51848551,518485510,1264598,567485,shopping,non_mandatory,1.0,9.0,WALK_LRF,,,,147,,0out_0in,5,75,1,62
518,51848552,518485520,1264598,567485,shopping,non_mandatory,16.0,9.0,SHARED2FREE,,,,171,,0out_0in,5,75,1,62
519,51848546,518485460,1264598,567485,medical,non_mandatory,4.0,9.0,WALK,,,,101,,0out_1in,5,75,1,62
520,51849650,518496500,1264625,567512,other,non_mandatory,9.0,9.0,WALK,,,,59,,1out_0in,5,79,2,9
521,51850970,518509700,1264657,567544,shopping,non_mandatory,19.0,9.0,WALK,,,,71,,0out_0in,5,75,1,7
522,51852479,518524790,1264694,567581,other,non_mandatory,25.0,10.0,WALK_LOC,,,,114,,0out_0in,5,66,1,9
524,51856423,518564230,1264790,567677,shopping,non_mandatory,11.0,10.0,WALK,,,,99,,0out_2in,5,83,2,2
525,51856415,518564150,1264790,567677,other,non_mandatory,9.0,10.0,WALK,,,,139,,0out_0in,5,83,2,2
526,51862811,518628110,1264946,567833,other,non_mandatory,10.0,10.0,WALK,,,,92,,0out_0in,5,76,2,9
527,51868185,518681850,1265077,567964,medical,non_mandatory,2.0,10.0,WALK,,,,46,,0out_0in,5,79,2,8
528,51868182,518681820,1265077,567964,other,non_mandatory,4.0,10.0,WALK,,,,158,,0out_0in,5,79,2,8
529,51868163,518681630,1265077,567964,eatout,non_mandatory,16.0,10.0,SHARED3FREE,,,,154,,0out_0in,5,79,2,8
530,51873698,518736980,1265212,568099,eatout,non_mandatory,12.0,11.0,WALK,,,,102,,0out_0in,5,74,2,3
531,51875160,518751600,1265247,568134,shopping,non_mandatory,17.0,11.0,DRIVEALONEFREE,,,,145,,0out_0in,5,70,1,7
532,51877287,518772870,1265299,568186,medical,non_mandatory,1.0,11.0,WALK_LRF,,,,182,,0out_0in,5,80,2,1
533,51879337,518793370,1265349,568236,medical,non_mandatory,9.0,11.0,WALK_LOC,,,,115,,1out_1in,5,82,2,10
534,51879334,518793340,1265349,568236,other,non_mandatory,2.0,11.0,TAXI,,,,72,,0out_0in,5,82,2,10
535,51879547,518795470,1265354,568241,shopping,non_mandatory,11.0,11.0,WALK,,,,56,,0out_1in,5,75,2,2
536,51879539,518795390,1265354,568241,other,non_mandatory,9.0,11.0,WALK,,,,137,,0out_0in,5,75,2,2
537,51879744,518797440,1265359,568246,other,non_mandatory,21.0,11.0,WALK,,,,60,,0out_0in,5,71,1,9
538,51882204,518822040,1265419,568306,other,non_mandatory,10.0,11.0,TNC_SINGLE,,,,84,,0out_0in,5,77,2,9
539,51883311,518833110,1265446,568333,other,non_mandatory,2.0,12.0,WALK,,,,91,,0out_0in,5,76,1,9
540,51883729,518837290,1265456,568343,shopping,non_mandatory,4.0,12.0,WALK,,,,95,,0out_1in,5,79,1,7
541,51887132,518871320,1265539,568426,shopping,non_mandatory,16.0,15.0,WALK,,,,135,,0out_0in,5,69,2,7
542,51888816,518888160,1265580,568467,social,non_mandatory,12.0,16.0,TNC_SINGLE,,,,78,,0out_0in,5,67,1,27
543,51888817,518888170,1265580,568467,social,non_mandatory,16.0,16.0,TNC_SINGLE,,,,175,,0out_0in,5,67,1,27
544,51889633,518896330,1265600,568487,shopping,non_mandatory,23.0,16.0,WALK_LRF,,,,180,,0out_0in,5,71,2,7
545,51890098,518900980,1265612,568499,eatout,non_mandatory,16.0,16.0,WALK,,,,122,,0out_1in,5,75,1,3
546,51890166,518901660,1265613,568500,shopping,non_mandatory,5.0,16.0,WALK_LOC,,,,85,,0out_0in,5,69,2,35
547,51890167,518901670,1265613,568500,shopping,non_mandatory,5.0,16.0,WALK,,,,169,,0out_0in,5,69,2,35
548,51890169,518901690,1265613,568500,social,non_mandatory,14.0,16.0,WALK,,,,145,,0out_0in,5,69,2,35
549,51894261,518942610,1265713,568600,medical,non_mandatory,15.0,16.0,WALK_LOC,,,,89,,0out_3in,5,74,2,1
550,51895991,518959910,1265755,568642,social,non_mandatory,9.0,16.0,TNC_SHARED,,,,71,,0out_0in,5,93,2,13
551,51897259,518972590,1265786,568673,shopping,non_mandatory,21.0,16.0,WALK_LOC,,,,102,,0out_1in,5,80,2,7
552,51897869,518978690,1265801,568688,medical,non_mandatory,16.0,16.0,TNC_SINGLE,,,,158,,0out_0in,5,83,2,1
554,51900389,519003890,1265863,568750,eatout,non_mandatory,13.0,17.0,WALK,,,,78,,0out_0in,5,71,1,3
555,51901843,519018430,1265898,568785,other,non_mandatory,20.0,17.0,WALK_LRF,,,,81,,0out_0in,5,80,1,9
556,51902999,519029990,1265926,568813,shopping,non_mandatory,16.0,17.0,WALK,,,,114,,0out_0in,5,76,2,7
557,51905131,519051310,1265978,568865,shopping,non_mandatory,5.0,17.0,WALK_LRF,,,,124,,0out_0in,5,75,2,7
558,51907140,519071400,1266027,568914,shopping,non_mandatory,16.0,17.0,WALK_LRF,,,,104,,1out_0in,5,93,2,7
559,51907955,519079550,1266047,568934,medical,non_mandatory,16.0,18.0,DRIVEALONEFREE,,,,124,,0out_0in,5,85,2,1
560,51908794,519087940,1266068,568955,eatout,non_mandatory,5.0,18.0,WALK,,,,28,,0out_0in,5,77,2,3
561,51908835,519088350,1266069,568956,eatout,non_mandatory,20.0,18.0,WALK,,,,153,,0out_0in,5,66,1,3
562,51909070,519090700,1266074,568961,social,non_mandatory,16.0,18.0,WALK_LRF,,,,115,,1out_1in,5,73,1,13
563,51909327,519093270,1266081,568968,eatout,non_mandatory,16.0,18.0,WALK,,,,74,,0out_0in,5,66,1,3
565,51910576,519105760,1266111,568998,other,non_mandatory,10.0,18.0,WALK,,,,107,,0out_0in,5,74,1,9
567,51912678,519126780,1266162,569049,social,non_mandatory,20.0,20.0,WALK,,,,145,,0out_0in,5,85,2,60
568,51913203,519132030,1266175,569062,medical,non_mandatory,12.0,20.0,WALK,,,,62,,0out_0in,5,80,2,1
569,51914192,519141920,1266199,569086,shopping,non_mandatory,15.0,20.0,WALK_LRF,,,,147,,1out_1in,5,75,2,7
570,51917672,519176720,1266284,569171,medical,non_mandatory,11.0,20.0,TNC_SHARED,,,,55,,0out_0in,5,79,2,1
571,51919071,519190710,1266318,569205,shopping,non_mandatory,24.0,20.0,WALK,,,,89,,0out_0in,5,72,1,7
572,51919768,519197680,1266335,569222,shopping,non_mandatory,19.0,20.0,WALK,,,,117,,0out_0in,5,80,2,7
573,51920096,519200960,1266343,569230,shopping,non_mandatory,22.0,20.0,SHARED2FREE,,,,101,,0out_0in,5,68,1,7
574,51920711,519207110,1266358,569245,shopping,non_mandatory,16.0,20.0,DRIVEALONEFREE,,,,124,,1out_2in,5,71,2,2
575,51920703,519207030,1266358,569245,other,non_mandatory,8.0,20.0,WALK,,,,163,,0out_0in,5,71,2,2
576,51920752,519207520,1266359,569246,shopping,non_mandatory,17.0,20.0,WALK,,,,76,,0out_0in,5,75,2,7
577,51921851,519218510,1266386,569273,other,non_mandatory,10.0,20.0,TNC_SINGLE,,,,115,,1out_2in,5,72,1,9
578,51922720,519227200,1266407,569294,shopping,non_mandatory,5.0,20.0,DRIVEALONEFREE,,,,154,,0out_0in,5,80,2,7
579,51923245,519232450,1266420,569307,other,non_mandatory,9.0,20.0,WALK,,,,73,,0out_0in,5,79,2,9
580,51924106,519241060,1266441,569328,other,non_mandatory,9.0,20.0,WALK,,,,95,,1out_1in,5,72,2,9
583,51924688,519246880,1266455,569342,shopping,non_mandatory,6.0,20.0,WALK,,,,161,,0out_0in,3,72,1,76
584,51924811,519248110,1266458,569345,shopping,non_mandatory,5.0,20.0,WALK_LOC,,,,90,,0out_0in,5,75,2,7
585,51930592,519305920,1266599,569486,shopping,non_mandatory,5.0,20.0,WALK,,,,146,,0out_0in,5,69,1,7
586,51931330,519313300,1266617,569504,shopping,non_mandatory,16.0,20.0,WALK,,,,113,,0out_0in,5,71,2,7
587,51932451,519324510,1266645,569532,eatout,non_mandatory,21.0,20.0,WALK,,,,102,,0out_0in,5,66,1,3
588,51935963,519359630,1266730,569617,shopping,non_mandatory,11.0,21.0,DRIVEALONEFREE,,,,124,,0out_0in,5,93,2,31
589,51935958,519359580,1266730,569617,medical,non_mandatory,5.0,21.0,WALK,,,,138,,0out_0in,5,93,2,31
590,51935955,519359550,1266730,569617,other,non_mandatory,3.0,21.0,BIKE,,,,72,,0out_0in,5,93,2,31
592,51937803,519378030,1266775,569662,medical,non_mandatory,19.0,21.0,WALK,,,,82,,0out_2in,5,65,2,1
593,51938300,519383000,1266787,569674,shopping,non_mandatory,11.0,21.0,WALK,,,,138,,0out_1in,5,82,2,7
594,51941949,519419490,1266876,569763,shopping,non_mandatory,18.0,21.0,TAXI,,,,131,,0out_0in,5,69,2,7
595,51943346,519433460,1266910,569797,social,non_mandatory,10.0,21.0,WALK,,,,142,,0out_0in,5,80,1,13
596,51944614,519446140,1266941,569828,shopping,non_mandatory,5.0,21.0,WALK,,,,125,,0out_0in,5,84,1,7
597,51944855,519448550,1266947,569834,medical,non_mandatory,13.0,21.0,WALK_LOC,,,,86,,0out_0in,5,82,2,1
598,51944896,519448960,1266948,569835,medical,non_mandatory,8.0,21.0,BIKE,,,,63,,0out_0in,5,80,2,1
599,51949425,519494250,1267059,569946,eatout,non_mandatory,5.0,21.0,WALK,,,,135,,0out_0in,5,83,2,3
600,51950764,519507640,1267091,569978,shopping,non_mandatory,13.0,21.0,TNC_SHARED,,,,115,,0out_1in,5,69,2,7
601,51951092,519510920,1267099,569986,shopping,non_mandatory,11.0,21.0,WALK,,,,58,,0out_2in,5,69,2,7
602,51954487,519544870,1267182,570069,other,non_mandatory,16.0,21.0,WALK,,,,114,,0out_0in,3,76,2,30
603,51954468,519544680,1267182,570069,eatout,non_mandatory,2.0,21.0,WALK,,,,86,,0out_0in,3,76,2,30
605,51955430,519554300,1267205,570092,other,non_mandatory,20.0,21.0,WALK_LOC,,,,104,,0out_1in,5,79,2,57
606,51955441,519554410,1267205,570092,social,non_mandatory,17.0,21.0,WALK_LRF,,,,163,,0out_0in,5,79,2,57
607,51955684,519556840,1267211,570098,shopping,non_mandatory,25.0,21.0,WALK_LOC,,,,124,,0out_1in,5,75,1,7
608,51962072,519620720,1267367,570254,other,non_mandatory,14.0,21.0,WALK,,,,89,,0out_0in,5,65,1,9
609,51963264,519632640,1267396,570283,medical,non_mandatory,15.0,21.0,TNC_SINGLE,,,,85,,0out_0in,5,84,1,1
610,51963884,519638840,1267411,570298,shopping,non_mandatory,11.0,21.0,WALK_LOC,,,,85,,0out_1in,5,69,2,7
611,51964040,519640400,1267415,570302,other,non_mandatory,7.0,21.0,WALK,,,,117,,0out_0in,5,65,2,9
612,51966672,519666720,1267479,570366,shopping,non_mandatory,11.0,21.0,DRIVEALONEFREE,,,,85,,0out_0in,5,75,2,7
613,51968763,519687630,1267530,570417,shopping,non_mandatory,19.0,21.0,WALK,,,,43,,0out_0in,5,93,2,5
614,51968758,519687580,1267530,570417,medical,non_mandatory,5.0,21.0,WALK,,,,156,,0out_0in,5,93,2,5
615,51969009,519690090,1267536,570423,shopping,non_mandatory,21.0,21.0,BIKE,,,,102,,0out_0in,5,74,1,7
616,51969668,519696680,1267552,570439,social,non_mandatory,11.0,21.0,WALK,,,,79,,0out_0in,5,71,2,13
617,51969739,519697390,1267554,570441,other,non_mandatory,3.0,21.0,WALK_LOC,,,,171,,0out_0in,5,77,2,9
618,51972822,519728220,1267629,570516,shopping,non_mandatory,24.0,21.0,WALK,,,,139,,0out_1in,5,76,2,2
619,51972814,519728140,1267629,570516,other,non_mandatory,15.0,21.0,WALK,,,,174,,0out_0in,5,76,2,2
620,51972981,519729810,1267633,570520,medical,non_mandatory,11.0,21.0,WALK_LOC,,,,100,,0out_0in,5,76,1,10
621,51972978,519729780,1267633,570520,other,non_mandatory,6.0,21.0,WALK,,,,138,,0out_0in,5,76,1,10
622,51976835,519768350,1267727,570614,medical,non_mandatory,6.0,22.0,BIKE,,,,113,,1out_0in,5,73,2,1
623,51977086,519770860,1267733,570620,shopping,non_mandatory,16.0,22.0,WALK,,,,91,,0out_0in,5,77,2,7
624,51977906,519779060,1267753,570640,shopping,non_mandatory,25.0,22.0,WALK,,,,71,,0out_2in,5,79,2,7
625,51978781,519787810,1267775,570662,eatout,non_mandatory,2.0,22.0,WALK,,,,146,,0out_0in,5,71,1,3
626,51979787,519797870,1267799,570686,medical,non_mandatory,5.0,23.0,BIKE,,,,105,,0out_1in,5,93,2,14
627,51979788,519797880,1267799,570686,medical,non_mandatory,9.0,23.0,WALK_LRF,,,,170,,0out_0in,5,93,2,14
628,51980120,519801200,1267807,570694,shopping,non_mandatory,5.0,23.0,WALK,,,,114,,0out_0in,5,88,2,7
629,51980164,519801640,1267808,570695,social,non_mandatory,24.0,23.0,WALK,,,,126,,1out_0in,5,70,2,13
630,51980891,519808910,1267826,570713,other,non_mandatory,7.0,23.0,WALK_LRF,,,,120,,0out_0in,5,80,2,30
631,51980872,519808720,1267826,570713,eatout,non_mandatory,12.0,23.0,WALK,,,,73,,0out_0in,5,80,2,30
632,51981036,519810360,1267830,570717,eatout,non_mandatory,11.0,23.0,WALK_LRF,,,,119,,0out_1in,5,78,2,3
633,51981968,519819680,1267852,570739,social,non_mandatory,6.0,24.0,WALK,,,,49,,0out_0in,5,70,2,13
634,51982006,519820060,1267853,570740,shopping,non_mandatory,4.0,24.0,TAXI,,,,88,,0out_0in,5,84,2,5
635,51982001,519820010,1267853,570740,medical,non_mandatory,6.0,24.0,DRIVEALONEFREE,,,,124,,0out_0in,5,84,2,5
636,51982739,519827390,1267871,570758,medical,non_mandatory,23.0,24.0,WALK,,,,60,,0out_0in,5,81,2,1
637,51982826,519828260,1267873,570760,shopping,non_mandatory,23.0,24.0,WALK,,,,113,,0out_1in,5,69,2,7
638,51983034,519830340,1267878,570765,social,non_mandatory,17.0,24.0,WALK,,,,26,,0out_0in,5,81,2,13
639,51983154,519831540,1267881,570768,shopping,non_mandatory,16.0,24.0,WALK,,,,104,,0out_0in,5,65,2,7
640,51983354,519833540,1267886,570773,medical,non_mandatory,13.0,24.0,WALK,,,,100,,0out_0in,5,70,1,1
641,51983906,519839060,1267900,570787,eatout,non_mandatory,16.0,24.0,WALK,,,,147,,0out_0in,5,78,1,3
642,51984466,519844660,1267913,570800,shopping,non_mandatory,11.0,24.0,TAXI,,,,126,,1out_2in,5,70,2,7
643,51984871,519848710,1267923,570810,medical,non_mandatory,24.0,24.0,WALK,,,,76,,0out_0in,5,87,2,1
644,51985445,519854450,1267937,570824,medical,non_mandatory,19.0,24.0,WALK_LOC,,,,43,,0out_0in,5,80,2,1
645,51991469,519914690,1268084,570971,other,non_mandatory,22.0,25.0,WALK,,,,164,,0out_0in,5,70,1,9
646,51992502,519925020,1268109,570996,shopping,non_mandatory,10.0,25.0,BIKE,,,,124,,0out_0in,5,65,2,5
647,51992497,519924970,1268109,570996,medical,non_mandatory,14.0,25.0,WALK_LOC,,,,137,,0out_1in,5,65,2,5
648,51994593,519945930,1268160,571047,shopping,non_mandatory,2.0,25.0,WALK,,,,113,,0out_0in,5,71,2,7
649,51996113,519961130,1268197,571084,social,non_mandatory,15.0,25.0,TNC_SINGLE,,,,155,,0out_0in,5,75,1,13
650,55578764,555787640,1355579,658466,other,non_mandatory,21.0,7.0,WALK,,,,41,,0out_0in,2,73,2,33
651,55578765,555787650,1355579,658466,other,non_mandatory,2.0,7.0,WALK,,,,156,,0out_0in,2,73,2,33
652,55583356,555833560,1355691,658578,other,non_mandatory,9.0,9.0,WALK,,,,166,,0out_0in,2,65,1,33
653,55583357,555833570,1355691,658578,other,non_mandatory,24.0,9.0,SHARED2FREE,,,,184,,0out_0in,2,65,1,33
654,55584922,555849220,1355729,658616,shopping,non_mandatory,11.0,10.0,WALK,,,,27,,0out_0in,2,68,1,7
655,55587273,555872730,1355787,658674,eatout,non_mandatory,7.0,11.0,WALK,,,,180,,0out_0in,1,65,2,3
656,55592461,555924610,1355913,658800,medical,non_mandatory,9.0,17.0,WALK_LRF,,,,114,,0out_1in,1,65,2,1
657,55601683,556016830,1356138,659025,other,non_mandatory,16.0,21.0,WALK,,,,156,,0out_0in,2,68,1,9
658,55606652,556066520,1356259,659146,shopping,non_mandatory,17.0,21.0,WALK,,,,73,,0out_0in,2,79,2,7
660,55609022,556090220,1356317,659204,other,non_mandatory,20.0,21.0,BIKE,,,,141,,1out_0in,2,66,1,64
661,55609268,556092680,1356323,659210,other,non_mandatory,6.0,21.0,WALK,,,,114,,0out_0in,2,66,1,45
662,55609249,556092490,1356323,659210,eatout,non_mandatory,16.0,21.0,WALK,,,,146,,0out_0in,2,66,1,45
663,55609279,556092790,1356323,659210,social,non_mandatory,9.0,21.0,WALK,,,,159,,0out_0in,2,66,1,45
664,55610875,556108750,1356362,659249,shopping,non_mandatory,11.0,21.0,WALK,,,,114,,0out_0in,2,88,2,17
665,55610876,556108760,1356362,659249,shopping,non_mandatory,14.0,21.0,TNC_SINGLE,,,,165,,0out_0in,2,88,2,17
666,55616077,556160770,1356489,659376,medical,non_mandatory,19.0,21.0,WALK,,,,87,,0out_0in,2,67,1,1
667,55616123,556161230,1356490,659377,shopping,non_mandatory,5.0,21.0,WALK,,,,125,,0out_0in,2,68,1,17
668,55616124,556161240,1356490,659377,shopping,non_mandatory,12.0,21.0,WALK_LOC,,,,147,,1out_2in,2,68,1,17
669,55616342,556163420,1356496,659383,eatout,non_mandatory,22.0,21.0,WALK,,,,90,,0out_0in,2,66,1,3
670,55618086,556180860,1356538,659425,medical,non_mandatory,3.0,22.0,WALK,,,,56,,0out_0in,2,67,2,1
671,55618747,556187470,1356554,659441,shopping,non_mandatory,15.0,22.0,WALK_LRF,,,,112,,0out_0in,2,78,1,2
672,55618739,556187390,1356554,659441,other,non_mandatory,12.0,22.0,WALK_LRF,,,,56,,2out_0in,2,78,1,2
673,58379239,583792390,1423883,701726,social,non_mandatory,2.0,5.0,WALK,,,,111,,0out_0in,5,70,1,13
674,58379272,583792720,1423884,701726,medical,non_mandatory,5.0,5.0,WALK,,,,43,,0out_0in,5,66,2,1
675,58379895,583798950,1423899,701734,social,non_mandatory,2.0,6.0,WALK_LOC,,,,127,,0out_1in,5,73,1,13
676,58384689,583846890,1424016,701792,shopping,non_mandatory,13.0,7.0,TAXI,,,,124,,1out_0in,3,32,2,7
677,58385627,583856270,1424039,701804,medical,non_mandatory,22.0,7.0,WALK_LOC,,,,39,,0out_2in,5,73,1,1
678,58385673,583856730,1424040,701804,shopping,non_mandatory,16.0,7.0,WALK_LOC,,,,148,,0out_0in,5,67,2,7
679,58388915,583889150,1424119,701844,social,non_mandatory,23.0,8.0,WALK_LRF,,,,75,,0out_0in,5,79,2,13
680,58388945,583889450,1424120,701844,other,non_mandatory,9.0,8.0,WALK_LOC,,,,56,,0out_1in,5,76,1,30
681,58388926,583889260,1424120,701844,eatout,non_mandatory,6.0,8.0,WALK,,,,164,,0out_0in,5,76,1,30
683,58390629,583906290,1424161,701865,medical,non_mandatory,16.0,8.0,TNC_SINGLE,,,,56,,0out_0in,5,87,2,61
684,58390637,583906370,1424161,701865,social,non_mandatory,5.0,8.0,WALK,,,,117,,0out_0in,5,87,2,61
686,58390675,583906750,1424162,701865,shopping,non_mandatory,18.0,8.0,TNC_SINGLE,,,,136,,0out_3in,3,37,1,63
687,58390648,583906480,1424162,701865,eatout,non_mandatory,16.0,8.0,WALK,,,,101,,0out_0in,3,37,1,63
688,58390678,583906780,1424162,701865,social,non_mandatory,4.0,8.0,WALK,,,,156,,0out_0in,3,37,1,63
689,58393709,583937090,1424236,701902,shopping,non_mandatory,10.0,8.0,WALK_LOC,,,,135,,0out_0in,4,30,1,7
690,58396202,583962020,1424297,701933,other,non_mandatory,21.0,8.0,WALK,,,,97,,0out_0in,5,76,2,9
691,58396243,583962430,1424298,701933,other,non_mandatory,5.0,8.0,WALK,,,,116,,0out_0in,5,80,1,9
692,58400925,584009250,1424412,701990,shopping,non_mandatory,13.0,8.0,BIKE,,,,146,,0out_0in,3,82,1,20
693,58400917,584009170,1424412,701990,other,non_mandatory,7.0,8.0,WALK,,,,157,,0out_0in,3,82,1,20
694,58400898,584008980,1424412,701990,eatout,non_mandatory,19.0,8.0,WALK,,,,90,,0out_0in,3,82,1,20
695,58403672,584036720,1424479,702024,shopping,non_mandatory,13.0,8.0,WALK_LRF,,,,99,,0out_0in,5,78,1,7
696,58403708,584037080,1424480,702024,medical,non_mandatory,11.0,8.0,WALK_LOC,,,,78,,0out_0in,5,77,2,1
697,58404465,584044650,1424499,702034,eatout,non_mandatory,6.0,8.0,WALK,,,,166,,0out_0in,3,81,1,3
698,58404533,584045330,1424500,702034,shopping,non_mandatory,18.0,8.0,WALK_LRF,,,,98,,1out_0in,5,68,2,17
699,58404534,584045340,1424500,702034,shopping,non_mandatory,21.0,8.0,WALK_LOC,,,,189,,0out_0in,5,68,2,17
700,58404566,584045660,1424501,702035,other,non_mandatory,6.0,8.0,WALK,,,,168,,0out_0in,5,86,1,47
701,58404577,584045770,1424501,702035,social,non_mandatory,9.0,8.0,WALK,,,,127,,0out_0in,5,86,1,47
702,58404615,584046150,1424502,702035,shopping,non_mandatory,13.0,8.0,WALK_LRF,,,,121,,0out_1in,5,79,2,7
703,58408677,584086770,1424601,702085,social,non_mandatory,5.0,8.0,WALK,,,,124,,0out_0in,5,79,1,13
704,58414324,584143240,1424739,702154,other,non_mandatory,13.0,8.0,BIKE,,,,79,,0out_1in,5,75,1,9
705,58414578,584145780,1424745,702157,shopping,non_mandatory,16.0,8.0,SHARED2FREE,,,,62,,1out_0in,5,73,2,7
706,58414611,584146110,1424746,702157,other,non_mandatory,7.0,8.0,WALK_LOC,,,,89,,0out_1in,4,50,1,9
707,58419129,584191290,1424856,702212,shopping,non_mandatory,21.0,9.0,WALK,,,,85,,0out_0in,5,70,2,17
708,58419130,584191300,1424856,702212,shopping,non_mandatory,11.0,9.0,WALK,,,,103,,0out_2in,5,70,2,17
709,58420619,584206190,1424893,702231,eatout,non_mandatory,16.0,9.0,WALK_HVY,,,,74,,0out_2in,5,78,1,26
710,58420649,584206490,1424893,702231,social,non_mandatory,5.0,9.0,WALK,,,,135,,0out_0in,5,78,1,26
711,58420682,584206820,1424894,702231,medical,non_mandatory,9.0,9.0,WALK,,,,60,,0out_0in,5,77,2,1
712,58424910,584249100,1424997,702283,shopping,non_mandatory,16.0,9.0,WALK_LOC,,,,99,,0out_0in,5,69,2,7
713,58434742,584347420,1425237,702403,other,non_mandatory,14.0,10.0,WALK_LRF,,,,127,,0out_0in,5,79,2,9
714,58434791,584347910,1425238,702403,shopping,non_mandatory,11.0,10.0,DRIVEALONEFREE,,,,112,,0out_1in,5,76,1,7
715,58435324,584353240,1425251,702410,shopping,non_mandatory,19.0,10.0,WALK,,,,87,,0out_0in,5,69,1,7
716,58435360,584353600,1425252,702410,medical,non_mandatory,12.0,10.0,WALK_LOC,,,,40,,0out_2in,5,73,2,1
717,58441018,584410180,1425390,702479,medical,non_mandatory,7.0,11.0,WALK,,,,63,,0out_0in,5,79,2,1
718,58441720,584417200,1425407,702488,shopping,non_mandatory,14.0,11.0,BIKE,,,,128,,0out_0in,5,82,1,7
719,58441756,584417560,1425408,702488,medical,non_mandatory,2.0,11.0,TNC_SINGLE,,,,115,,1out_3in,4,63,2,1
720,58446799,584467990,1425531,702550,medical,non_mandatory,11.0,12.0,WALK,,,,58,,0out_0in,5,86,1,1
722,58451861,584518610,1425655,702612,eatout,non_mandatory,17.0,16.0,WALK,,,,88,,0out_0in,5,77,2,3
723,58451921,584519210,1425656,702612,other,non_mandatory,12.0,16.0,WALK_LOC,,,,78,,0out_0in,5,70,1,9
724,58459435,584594350,1425839,702704,social,non_mandatory,18.0,20.0,WALK,,,,118,,0out_0in,5,86,1,13
725,58459473,584594730,1425840,702704,shopping,non_mandatory,11.0,20.0,WALK,,,,154,,0out_0in,5,79,2,48
726,58459474,584594740,1425840,702704,shopping,non_mandatory,21.0,20.0,DRIVEALONEFREE,,,,163,,0out_0in,5,79,2,48
727,58459468,584594680,1425840,702704,medical,non_mandatory,12.0,20.0,WALK,,,,86,,0out_0in,5,79,2,48
728,58459476,584594760,1425840,702704,social,non_mandatory,9.0,20.0,WALK,,,,137,,0out_0in,5,79,2,48
729,58459509,584595090,1425841,702705,medical,non_mandatory,10.0,20.0,WALK,,,,72,,0out_0in,5,69,2,25
730,58459487,584594870,1425841,702705,eatout,non_mandatory,2.0,20.0,WALK,,,,151,,0out_0in,5,69,2,25
731,58459555,584595550,1425842,702705,shopping,non_mandatory,9.0,20.0,WALK,,,,91,,0out_0in,5,71,2,7
732,58461113,584611130,1425880,702724,shopping,non_mandatory,15.0,20.0,WALK_LRF,,,,60,,0out_2in,5,70,2,17
733,58461114,584611140,1425880,702724,shopping,non_mandatory,11.0,20.0,TNC_SHARED,,,,162,,1out_0in,5,70,2,17
734,58464060,584640600,1425952,702760,medical,non_mandatory,5.0,20.0,WALK_LRF,,,,71,,0out_2in,5,70,2,1
736,58467181,584671810,1426028,702798,shopping,non_mandatory,16.0,20.0,SHARED2FREE,,,,101,,1out_1in,5,76,2,7
737,58474684,584746840,1426211,702890,shopping,non_mandatory,15.0,21.0,WALK_LOC,,,,113,,0out_2in,5,86,1,7
